CS_number,name,country,latitude,longitude,collector,seq_by,Experiment,N_source,N_concentration,N_treatment,Leaf_Area,Total_roots,PR_length,Number_of_LR,Total_LR,LR_density,LR_length,LR_to_total_roots,LR_to_PR,X2MSO,X3OHP,X4OHB,X3MSO,OH_3_Butenyl,X4MSO,Allyl,X5MSO,Branches,X3_Butenyl,X6MSO,X3MT,X7MSO,X4_Pentenyl,X4MT,X8MSO,I3M,X4MOI3M,Aliphatic,Indolic,C3,C4,C3_ratio,Alk,GSOH,SC,LC,Total_GSL
CS76678,Bå5-1,SWE,56.4,12.9,Magnus Nordborg,GMI,F,NH4HCO3,0.1,NH4HCO3_0.1,2.455414455,22.79133333,22.34933333,0.333333333,0.442,0.012899897,1.326,0.016270338,0.017105263,3.02E-17,5.55E-16,4.76E-15,0,2.79E-13,6.44E-15,7.37E-14,0,4.95E-16,2.04E-13,2.92E-17,2.80E-15,0,0.35739215,1.51E-15,2.84E-14,0.049171403,0.061404289,0.35739215,0.110575692,6.99E-14,0,NA,NA,NA,1.88E-13,3.47E-14,0.467967842
CS76679,Bach-7,GER,48.41,8.84,0,Monsanto,F,KNO3,0.1,KNO3_0.1,4.380319956,36.227,18.45633333,2.333333333,17.77066667,0.133005459,7.132444443,0.46208703,0.922613585,5.32E-17,0,8.72E-15,7.19E-16,1.37E-14,0,0.09967138,0,0,2.27E-13,0,0,2.36E-14,2.85E-16,1.70E-15,5.17E-14,0.05769453,9.34E-15,0.09967138,0.05769453,0.09967138,5.83E-13,1,1,NA,0.09967138,5.64E-14,0.157365909
CS76679,Bach-7,GER,48.41,8.84,0,Monsanto,F,KNO3,1,KNO3_1,8.855834982,61.846,34.85566667,3.666666667,26.99033333,0.115108962,7.911044444,0.465154774,0.95488277,2.63E-17,0,0,4.84E-16,0,0,0.092666408,0,0,2.52E-13,0,0,1.36E-14,2.46E-17,2.44E-17,0,0.023658973,0,0.092666408,0.023658973,0.092666408,5.66E-13,1,1,NA,0.092666408,0,0.116325381
CS76679,Bach-7,GER,48.41,8.84,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,2.435994868,17.60066667,10.251,2.333333333,7.349666667,0.23765171,2.993888889,0.396344431,0.746530905,1.93E-17,0,0,4.44E-16,0,0,0,0,0,2.51E-13,0,0,1.38E-14,5.73E-17,0,0,0.020326934,0.024015971,3.17E-13,0.044342905,0,5.57E-13,NA,NA,NA,4.25E-13,0,0.044342905
CS76679,Bach-7,GER,48.41,8.84,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,5.570884501,41.786,16.847,2.5,24.939,0.173707652,10.70433333,0.605161822,1.557764369,2.78E-17,0,0,6.00E-16,0,0,7.66E-15,0,0,2.82E-13,0,0,1.40E-14,1.82E-17,0,0.077194143,0.017429135,0.05534705,0.077194143,0.072776185,0,6.01E-13,NA,NA,NA,4.90E-13,0.077194143,0.149970329
CS76680,Bach2-1,GER,48.41,8.84,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,2.515797164,6.516666667,5.292666667,0.666666667,1.224,0.061178918,1.836,0.084014002,0.112324493,2.80E-17,4.81E-14,3.27E-15,0,0,0,2.00E-14,0,0,0,8.40E-18,1.22E-15,5.66E-16,9.59E-17,0.013625571,4.69E-14,0.035511644,0.024832446,0.013625571,0.060344091,8.64E-14,0.013625571,0,0,NA,0.013625571,4.55E-14,0.073969662
CS76680,Bach2-1,GER,48.41,8.84,0,Monsanto,F,KNO3,0.1,KNO3_0.1,3.731934626,23.04633333,14.43866667,1.333333333,8.607666667,0.104232585,5.264333333,0.323826291,0.627983069,1.67E-17,3.62E-14,2.09E-14,0,0,0,2.37E-13,0,0,3.79E-15,2.47E-18,0,0,0,0,6.11E-14,0.009131948,0.005193034,4.45E-13,0.014324982,3.12E-13,1.80E-14,NA,NA,NA,3.14E-13,4.89E-14,0.014324982
CS76680,Bach2-1,GER,48.41,8.84,0,Monsanto,F,KNO3,1,KNO3_1,7.217175529,51.79333333,49.912,1.333333333,1.881333333,0.018030201,1.411,0.023636623,0.025440613,3.44E-17,4.60E-14,3.58E-15,0,0.066173928,0,2.78E-14,0,0,0,5.87E-18,1.36E-15,5.97E-16,1.21E-16,0,4.90E-14,0.010117898,0.002757247,0.066173928,0.012875145,9.84E-14,0.066173928,0,1,1,0.066173928,4.65E-14,0.079049073
CS76680,Bach2-1,GER,48.41,8.84,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,6.90872775,57.205,44.863,0.5,12.342,0.011107162,24.684,0.177073171,0.274169185,3.35E-17,4.70E-14,3.72E-15,0,0,0,6.96E-14,1.42E-18,0,0,1.57E-18,1.51E-15,6.66E-16,7.64E-17,0,4.98E-14,0.012171006,0.048220332,2.32E-13,0.060391338,1.47E-13,0,NA,NA,NA,1.30E-13,4.89E-14,0.060391338
CS76681,IP-Bae-0,ESP,43.34,0,Carlos Alonso-Blanco,Monsanto,F,KNO3,0.1,KNO3_0.1,3.370623557,16.58066667,10.55133333,2.666666667,6.029333333,0.24448688,3.034972222,0.363284549,0.570765693,2.56E-17,0,0,0,0,0,5.71E-14,0,0,1.32E-14,7.30E-16,3.18E-15,1.74E-15,1.19E-16,0.024579458,0,0.012210771,7.29E-15,0.024579458,0.012210771,1.08E-13,0.024579458,0,3.74E-13,NA,0.024579458,0,0.036790229
CS76681,IP-Bae-0,ESP,43.34,0,Carlos Alonso-Blanco,Monsanto,F,NH4HCO3,1,NH4HCO3_1,2.647694429,7.723666667,5.876333333,0.333333333,1.847333333,0.031986694,5.542,0.11572595,0.177270256,2.74E-17,7.00E-15,1.91E-16,2.92E-16,4.82E-14,2.49E-15,0,7.44E-18,1.42E-14,1.53E-14,9.21E-16,0,2.31E-15,5.21E-17,0.103248553,0,0.023054237,0.007242088,0.103248553,0.030296325,0,0.103248553,1.44E-13,0,NA,0.103248553,0,0.133544878
CS76681,IP-Bae-0,ESP,43.34,0,Carlos Alonso-Blanco,Monsanto,F,KNO3,1,KNO3_1,11.84741593,68.82166667,45.44666667,2,23.375,0.044018642,10.78272222,0.309804645,0.492761809,3.36E-17,4.91E-15,1.17E-15,2.03E-16,4.45E-14,2.55E-15,0,1.60E-18,1.78E-14,0.229180335,8.56E-16,0,0.006693852,3.59E-17,0.052727604,0,0.013309804,0.003918778,0.288601791,0.017228582,0,0.281907939,1.44E-13,0.666666667,0,0.281907939,0.006693852,0.305830373
CS76681,IP-Bae-0,ESP,43.34,0,Carlos Alonso-Blanco,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,10.42950646,70.482,43.03833333,4.666666667,27.44366667,0.100147788,5.020666666,0.281807955,0.521959205,3.34E-17,9.85E-15,1.21E-15,2.32E-16,0.087183867,2.42E-15,0,2.59E-18,0.572769165,1.65E-14,0.008144062,0,0.025825753,2.43E-17,0,0.026465004,0.056956209,0.060306596,0.720387851,0.117262806,0,0.087183867,1.44E-13,1,1,0.087183867,0.060434818,0.837650656
CS76682,Bai-10,GER,48.5,8.78,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,5.361052294,53.873,51.595,1.666666667,2.278,0.023993934,1.3668,0.029857398,0.032794909,3.68E-17,0,3.02E-16,1.20E-16,6.88E-15,0,0.104262487,4.65E-18,0,4.73E-15,1.69E-17,0.051095225,0,2.12E-17,3.36E-15,0,0.047767244,0.056638543,0.155357712,0.104405787,0.155357712,6.86E-15,1,0.5,NA,0.155357712,0,0.2597635
CS76682,Bai-10,GER,48.5,8.78,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,3.781656135,12.716,9.7155,1.5,3.0005,0.154170289,2.0655,0.233268387,0.308509335,3.19E-17,0,7.62E-18,1.08E-16,6.81E-15,0,0,5.00E-18,0,6.15E-15,2.26E-17,1.03E-14,2.95E-17,4.37E-17,3.68E-15,0,0,0.049455793,0,0.049455793,0,1.01E-14,NA,NA,NA,0,0,0.049455793
CS76682,Bai-10,GER,48.5,8.78,0,Monsanto,F,KNO3,1,KNO3_1,8.69518756,63.002,63.002,0,0,5.54E-14,NA,0,0,3.62E-17,0,8.98E-16,1.80E-16,0.077030027,0,0,2.32E-18,0,6.41E-15,1.88E-17,1.12E-14,1.34E-16,3.52E-17,3.72E-15,0,0.019180784,2.19E-15,0.077030027,0.019180784,0,0.077030027,0,1,1,0.077030027,0,0.09621081
CS76682,Bai-10,GER,48.5,8.78,0,Monsanto,F,KNO3,0.1,KNO3_0.1,10.13987354,77.248,34.272,3,42.976,0.087535014,14.32533333,0.556338028,1.253968254,5.06E-18,0,2.06E-14,6.32E-16,2.47E-14,0,0.207964241,0,2.78E-15,9.61E-15,0,5.07E-15,2.78E-15,2.06E-16,4.63E-15,0,0.026344034,0.023157714,0.207964241,0.049501748,0.207964241,6.66E-14,1,1,NA,0.207964241,0,0.257465989
CS76685,Bak-5,GEO,41.7942,43.4767,James Beck,Monsanto,F,NH4HCO3,1,NH4HCO3_1,4.531089375,23.783,17.323,3.5,6.46,0.208648371,1.8275,0.274195725,0.378066718,2.72E-17,6.93E-15,9.27E-15,8.92E-16,0,0,1.88E-13,0,0,6.49E-15,1.74E-18,0,1.56E-15,1.49E-16,0,0.051260614,0.067396974,0.034827328,0.051260614,0.102224301,1.85E-13,1.41E-15,NA,NA,NA,1.96E-13,0.051260614,0.153484916
CS76685,Bak-5,GEO,41.7942,43.4767,James Beck,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,8.480605091,65.824,65.824,0,0,0,NA,2.39E-13,3.85E-13,3.07E-17,7.44E-15,9.54E-15,1.03E-15,0,0,2.13E-13,0,0,6.98E-15,0,0,1.44E-15,1.16E-16,0,0.125213304,0.09681441,0.05765836,0.125213304,0.15447277,2.18E-13,1.04E-15,NA,NA,NA,2.21E-13,0.125213304,0.279686074
CS76685,Bak-5,GEO,41.7942,43.4767,James Beck,Monsanto,F,KNO3,0.1,KNO3_0.1,3.691252364,47.39033333,31.32533333,2.666666667,16.065,0.126674017,7.255222222,0.356030926,0.641354157,3.71E-17,1.32E-14,1.25E-14,1.00E-15,9.67E-17,8.61E-16,3.79E-13,0,6.04E-16,1.33E-14,1.37E-18,2.60E-15,2.36E-15,2.53E-16,3.39E-15,6.76E-14,0.049857005,0.004570185,4.87E-13,0.054427189,3.79E-13,2.38E-15,NA,NA,NA,4.07E-13,6.87E-14,0.054427189
CS76685,Bak-5,GEO,41.7942,43.4767,James Beck,Monsanto,F,KNO3,1,KNO3_1,10.16500921,62.31066667,50.71666667,2,11.594,0.049732345,4.651625,0.172668892,0.315899902,3.08E-17,4.27E-15,9.79E-15,9.68E-16,0,0,1.46E-13,0,0,0.033518988,0,0,1.90E-15,1.29E-16,0,2.69E-14,0.025722857,3.22E-15,0.033518988,0.025722857,1.46E-13,0.033518988,1.11E-13,1,1.32E-14,0.033518988,2.93E-14,0.059241844
CS76687,Balan-1,RUS,55.36,61.41,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,1.977048558,8.857,4.199,2,4.658,0.476303882,2.329,0.525911708,1.109311741,1.70E-17,9.99E-14,0,6.34E-16,0.271885093,0,0,0,0,0,0,3.13E-16,2.37E-16,4.38E-18,0,2.08E-14,0.071540714,0.048681102,0.271885093,0.120221816,8.39E-14,0.271885093,2.48E-14,1,1,0.271885093,2.16E-14,0.392106909
CS76687,Balan-1,RUS,55.36,61.41,0,Monsanto,F,KNO3,0.1,KNO3_0.1,4.542587828,33.932,19.278,2.5,14.654,0.228036886,4.352,0.401368104,1.479607621,4.74E-17,4.66E-14,0,2.73E-16,3.48E-14,1.04E-13,0,0,7.09E-14,2.09E-15,0,3.67E-15,0,1.37E-16,0,0,0.016678983,0.010366305,8.33E-15,0.027045288,0,1.23E-13,NA,NA,NA,5.09E-14,0,0.027045288
CS76687,Balan-1,RUS,55.36,61.41,0,Monsanto,F,KNO3,1,KNO3_1,10.60389814,71.332,66.99133333,2.333333333,4.340666667,0.030724708,2.23975,0.051338618,0.057123822,2.41E-17,9.84E-14,0,5.86E-16,0.265556826,0,0,0,0,0,0,3.26E-16,7.65E-16,0,0,2.13E-14,0.023887259,0.011569432,0.265556826,0.035456691,1.03E-13,0.265556826,2.46E-14,1,1,0.265556826,2.27E-14,0.301013517
CS76687,Balan-1,RUS,55.36,61.41,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,5.173722459,56.44,56.44,0,0,7.46E-14,NA,0,0,2.10E-17,1.00E-13,0,5.91E-16,0.158324181,0,0,0,0.997058854,0,0,3.45E-16,1.86E-16,0,0,0.061083551,0.137232551,0.007560117,1.216466586,0.144792668,1.15E-13,0.158324181,2.47E-14,1,1,0.158324181,0.061083551,1.361259253
CS76688,Bar 1,SWE,62.8698,18.381,Alison Anastasio,GMI,F,KNO3,1,KNO3_1,4.53985277,25.60766667,21.04033333,1.333333333,4.567333333,0.144457882,4.187666666,0.219763591,0.413828434,2.84E-17,2.19E-14,5.85E-15,0,9.60E-15,0,1.87E-13,0,5.18E-16,4.29E-15,1.52E-17,0,1.41E-15,6.12E-17,7.97E-16,3.26E-14,0.043679155,1.43E-15,2.32E-13,0.043679155,1.99E-13,2.22E-15,NA,NA,NA,1.32E-13,4.39E-14,0.043679155
CS76688,Bar 1,SWE,62.8698,18.381,Alison Anastasio,GMI,F,KNO3,0.1,KNO3_0.1,2.9477301,23.15966667,12.36466667,1.666666667,10.795,0.12742429,6.091666666,0.34941384,0.765609906,3.31E-17,8.90E-14,0,7.69E-15,0,8.63E-16,0,6.96E-18,1.42E-16,4.40E-15,1.62E-17,2.95E-14,0,0,1.13E-15,0.088969684,0,1.61E-14,0.088969684,1.76E-14,0,0,NA,NA,NA,0,0.088969684,0.088969684
CS76688,Bar 1,SWE,62.8698,18.381,Alison Anastasio,GMI,F,NH4HCO3,0.1,NH4HCO3_0.1,3.258558274,38.471,35.12766667,0.666666667,3.343333333,0.053867701,5.015,0.149215984,0.27014652,2.71E-17,2.31E-14,5.07E-15,0,4.63E-15,0,0.089574219,0,3.53E-16,5.65E-15,1.21E-17,0,1.34E-15,5.64E-17,8.04E-16,0.294585314,0.038501617,0.036193949,0.384159533,0.074695566,0.089574219,0,1,1,NA,0.089574219,0.294585314,0.458855099
CS76688,Bar 1,SWE,62.8698,18.381,Alison Anastasio,GMI,F,NH4HCO3,1,NH4HCO3_1,3.239361187,15.283,9.622,1.333333333,5.661,0.141397877,4.5305,0.293665262,0.593510122,2.26E-17,2.00E-14,5.30E-15,0,1.17E-14,0,0.096318768,0,1.68E-16,5.01E-15,2.65E-17,0.026230069,1.29E-15,9.13E-17,8.89E-16,0.074652784,0.047743337,0.053009435,0.197201621,0.100752773,0.122548837,4.70E-16,1,0.799091544,NA,0.122548837,0.074652784,0.297954393
CS76689,IP-Bar-1,ESP,41.43,2.13,Xavier Picó,Monsanto,F,KNO3,1,KNO3_1,1.709642274,16.779,16.779,2.23E-12,2.58E-12,1.36E-14,NA,0,6.04E-14,3.13E-17,8.21E-14,4.41E-16,0,0,3.17E-16,3.19E-14,1.06E-17,4.18E-16,0,1.84E-16,0,2.51E-16,9.07E-17,9.72E-16,1.51E-14,1.71E-14,1.30E-14,8.62E-14,3.51E-14,1.00E-13,0,NA,NA,NA,6.70E-14,1.93E-14,1.08E-13
CS76689,IP-Bar-1,ESP,41.43,2.13,Xavier Picó,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,10.76621276,93.99866667,60.537,8,33.46166667,0.110767203,4.124078571,0.269960308,0.461512809,3.08E-17,8.37E-14,1.35E-16,0,0.072504604,5.62E-16,2.78E-14,1.03E-17,0.032051392,0.213170378,0.01176255,0,0.047610319,8.35E-17,8.54E-16,0.087285586,0.013731567,0.01812241,0.464384828,0.031853977,9.93E-14,0.285674982,3.50E-14,1,0.155748663,0.285674982,0.146658455,0.496238805
CS76689,IP-Bar-1,ESP,41.43,2.13,Xavier Picó,Monsanto,F,NH4HCO3,1,NH4HCO3_1,4.326276225,19.14766667,15.95733333,2.333333333,3.190333333,0.171897038,1.506625,0.154394939,0.210851551,2.59E-17,8.63E-14,0,0,0,5.96E-16,2.74E-14,1.29E-17,2.14E-16,0,1.53E-16,0,0,1.03E-16,8.56E-16,1.37E-14,1.69E-14,0.01273519,7.12E-14,0.01273519,8.78E-14,0,NA,NA,NA,5.21E-14,1.68E-14,0.01273519
CS76689,IP-Bar-1,ESP,41.43,2.13,Xavier Picó,Monsanto,F,KNO3,0.1,KNO3_0.1,4.87723885,45.594,39.406,1,6.188,0.025431703,6.188,0.119697468,0.157371379,3.55E-17,7.76E-14,0,2.12E-14,0,9.23E-16,0,1.27E-17,0,1.79E-14,5.23E-16,1.85E-14,0,1.65E-16,1.94E-15,0.073104425,0.014581313,2.51E-15,0.073104425,0.014581313,0,0,NA,NA,NA,3.56E-14,0.073104425,0.087685738
CS76690,Basen-1,ITA,40.37,16.77,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,2.017840114,10.914,10.914,1.53E-11,0,0,NA,4.18E-13,1.42E-12,1.83E-17,0,3.07E-14,5.37E-16,0,9.50E-14,0.994072798,0,2.80E-13,4.04E-14,0,3.253329155,4.63E-15,0,8.81E-14,4.75E-14,0.334369941,0.172707597,4.247401953,0.507077538,4.247401953,7.12E-13,1,0.234042553,NA,4.247401953,6.02E-14,4.754479491
CS76690,Basen-1,ITA,40.37,16.77,0,Monsanto,F,KNO3,0.1,KNO3_0.1,5.932949607,73.78,49.215,3,24.565,0.060957025,8.188333333,0.332949309,0.499136442,4.26E-17,0,1.85E-14,9.92E-16,0,0,0.754466299,4.85E-19,0,1.74E-14,0,0,9.22E-16,0,0,1.06E-13,0.165919975,0.024637551,0.754466299,0.190557525,0.754466299,0,1,1,NA,0.754466299,1.11E-13,0.945023825
CS76691,Basta-1,RUS,51.84,79.48,0,Monsanto,F,KNO3,1,KNO3_1,3.643951512,54.86466667,44.80633333,8.066666667,10.05833333,0.204478107,5.415342342,0.199730897,0.256542174,3.50E-17,6.27E-15,0,2.00E-16,0.084821728,0,1.53E-14,2.15E-17,0,1.33E-14,0,7.68E-16,0,6.49E-17,4.19E-15,2.72E-14,0.020839378,0.004686411,0.084821728,0.025525789,4.33E-14,0.084821728,1.67E-13,1,1,0.084821728,1.22E-14,0.110347517
CS76691,Basta-1,RUS,51.84,79.48,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,3.130485457,16.031,16.031,0,4.89E-13,1.22E-14,NA,9.44E-15,1.20E-13,2.92E-17,5.82E-15,0,2.50E-16,0,0,0,2.55E-17,0,1.43E-14,0,5.61E-16,0,8.03E-17,4.22E-15,0.040555332,0.060605506,0.016351717,0.040555332,0.076957223,2.11E-14,0,NA,NA,NA,6.72E-15,0.040555332,0.117512555
CS76691,Basta-1,RUS,51.84,79.48,0,Monsanto,F,KNO3,0.1,KNO3_0.1,4.396863867,40.409,33.065,0.5,7.344,0.026641091,14.688,0.219512195,0.391304348,3.85E-17,1.01E-13,0,7.23E-16,2.97E-15,0,0,1.71E-17,0,0,0,0,0,9.59E-17,0,1.82E-14,0.044502074,1.94E-14,0,0.044502074,0,0,NA,NA,NA,0,5.52E-15,0.044502074
CS76691,Basta-1,RUS,51.84,79.48,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,6.465861567,63.325,63.325,0,0,1.06E-14,NA,9.64E-15,1.25E-13,3.26E-17,6.72E-15,0,1.77E-16,0.095579285,0,2.07E-15,2.24E-17,0,1.52E-14,0,1.30E-15,0,4.45E-17,4.24E-15,0.047519644,0.038994836,0.011749424,0.143098929,0.050744261,2.79E-14,0.095579285,1.68E-13,1,1,0.095579285,0.047519644,0.193843189
CS76692,Basta-2,RUS,51.82,79.48,0,Monsanto,F,KNO3,1,KNO3_1,3.086819414,38.05733333,23.953,1.333333333,14.10433333,0.075983817,10.57825,0.363714561,0.802071107,3.06E-17,1.19E-15,1.47E-15,0,0,1.64E-14,2.24E-14,1.06E-17,0,0,2.45E-19,0,3.68E-16,0,0,3.71E-14,0.008163942,1.90E-15,4.01E-14,0.008163942,6.88E-14,0,NA,NA,NA,6.03E-14,3.30E-14,0.008163942
CS76692,Basta-2,RUS,51.82,79.48,0,Monsanto,F,KNO3,0.1,KNO3_0.1,7.345772478,79.8915,58.2165,2.5,21.675,0.043440916,8.701166666,0.274241631,0.378303822,2.76E-17,0,0,0,0.218959113,0,0,1.08E-17,0,0,0,1.34E-15,0,6.04E-15,0,4.00E-14,0.048945132,0.028725596,0.218959113,0.077670728,0,0.218959113,0,1,1,0.218959113,4.19E-14,0.296629841
CS76692,Basta-2,RUS,51.82,79.48,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,5.305679875,72.964,60.2905,1.5,12.6735,0.025420212,6.54075,0.156892553,0.221847701,2.85E-17,3.74E-14,2.27E-15,0,0.250753552,2.12E-14,5.23E-14,1.38E-17,1.89E-16,0,7.11E-18,0,3.85E-16,0,0,0.104313972,0.058126445,0.067365086,0.355067523,0.125491531,1.40E-13,0.250753552,1.33E-13,1,1,0.250753552,0.104313972,0.480559054
CS76692,Basta-2,RUS,51.82,79.48,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,2.321893581,25.143,15.657,2.333333333,9.486,0.15162999,3.309333333,0.296715396,0.516572569,2.58E-17,1.44E-14,6.81E-16,0,0.154028407,1.81E-14,2.80E-14,1.40E-17,3.54E-16,0,2.32E-17,0,3.83E-16,0,0,0.018168311,0.060001633,0.085478918,0.172196718,0.145480551,7.47E-14,0.154028407,1.33E-13,1,1,0.154028407,0.018168311,0.317677269
CS76693,Basta-3,RUS,51.84,79.46,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,7.488307182,66.385,54.621,2,11.764,0.03416684,8.568,0.190958688,0.245404119,3.15E-17,0,7.62E-15,0,1.19199983,9.22E-17,1.53E-13,1.22E-17,0,0,0,5.25E-16,3.77E-16,9.24E-17,0,0.255148623,0.297882825,0.087986969,1.447148453,0.385869794,1.08E-13,1.19199983,0,1,1,1.19199983,0.255148623,1.833018246
CS76693,Basta-3,RUS,51.84,79.46,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,5.445779768,40.85666667,29.47233333,4,11.38433333,0.180291918,2.821338889,0.317315178,0.497934112,2.58E-17,2.61E-14,7.24E-15,0,0.391544114,0,1.34E-13,1.38E-17,0,0,0,7.62E-16,4.90E-16,1.25E-16,0,0.077170994,0.133741802,0.089510011,0.468715108,0.223251813,1.16E-13,0.391544114,0,1,1,0.391544114,0.077170994,0.691966921
CS76693,Basta-3,RUS,51.84,79.46,0,Monsanto,F,KNO3,1,KNO3_1,7.70483619,81.12966667,54.417,4.666666667,26.71266667,0.085570915,6.452471429,0.298103711,0.455713743,2.97E-17,3.84E-14,7.44E-15,0,0.044026355,0,1.34E-13,9.28E-18,0,0,0,4.11E-16,4.93E-16,1.11E-16,0,3.23E-14,0.020969219,0.007083732,0.044026355,0.028052951,1.29E-13,0.044026355,0,1,1,0.044026355,3.70E-14,0.072079306
CS76693,Basta-3,RUS,51.84,79.46,0,Monsanto,F,KNO3,0.1,KNO3_0.1,4.691250901,80.94266667,62.118,2.333333333,18.82466667,0.037507777,8.061777778,0.200014842,0.282417403,2.87E-17,7.51E-14,6.74E-15,0,0.336654524,0,1.09E-13,8.13E-18,5.93E-16,0,0,0,6.84E-16,1.53E-16,1.02E-14,6.81E-14,0.084780377,0.022325952,0.336654524,0.107106329,2.01E-13,0.336654524,7.02E-14,1,1,0.336654524,5.98E-14,0.443760853
CS76695,IP-Bea-0,ESP,36.52,0,Carlos Alonso-Blanco,Monsanto,F,NH4HCO3,1,NH4HCO3_1,5.362313529,32.58333333,28.40133333,2.333333333,4.182,0.22209126,2.85175,0.212943311,0.297321288,2.30E-17,0,1.28E-14,9.42E-16,0.124449249,1.40E-14,2.37E-13,2.24E-17,1.12E-15,0.829135621,0,2.63E-15,0.029422924,3.84E-17,0.108684658,0.079508014,0.247023636,0.067338911,1.171200466,0.314362547,2.30E-13,1.062269528,8.99E-14,0.802352941,0.326473577,1.062269528,0.108930938,1.485563013
CS76695,IP-Bea-0,ESP,36.52,0,Carlos Alonso-Blanco,Monsanto,F,KNO3,1,KNO3_1,12.08424467,112.0016667,60.16866667,10.66666667,51.833,0.162391478,4.8339,0.356461574,0.797472916,2.69E-17,0,1.29E-14,9.13E-16,0.00998363,1.36E-14,2.40E-13,1.85E-17,1.72E-15,0.69815417,0,2.99E-15,0.035984811,2.33E-17,0.008161362,1.58E-14,0.04365403,0.008797036,0.752283973,0.052451066,2.40E-13,0.716299163,8.96E-14,0.99091489,0.018686297,0.716299163,0.035984811,0.804735039
CS76695,IP-Bea-0,ESP,36.52,0,Carlos Alonso-Blanco,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,11.13556603,111.3585,48.5435,10,62.815,0.167588403,6.2815,0.338990825,1.052706552,2.76E-17,0,1.28E-14,1.04E-15,0.227021423,7.70E-15,2.40E-13,2.00E-17,1.12E-15,1.377844802,0,0.012796027,0.049612237,3.47E-18,0.018223901,0.273980394,0.137272094,0.092871994,1.959478784,0.230144088,0.012796027,1.623090126,0.004443648,0.989227777,0.510983264,1.635886153,0.323592631,2.189622873
CS76695,IP-Bea-0,ESP,36.52,0,Carlos Alonso-Blanco,Monsanto,F,KNO3,0.1,KNO3_0.1,11.63227533,164.7753333,76.63883333,7,88.1365,0.065455263,11.8428375,0.276735376,0.821683622,3.41E-17,8.57E-14,0,0,3.81E-14,2.57E-15,0,4.95E-18,1.64E-15,0.984480471,0.011444234,3.34E-15,0.065296787,0,6.41E-15,5.15E-14,0.120396995,0.025952833,1.061221492,0.146349828,0,0.984480471,1.05E-13,1,0,0.984480471,0.076741022,1.20757132
CS76696,Bela-1,SVK,48.47,18.94,0,Monsanto,F,KNO3,0.1,KNO3_0.1,4.44049907,61.38133333,27.47766667,3.333333333,33.90366667,0.131281612,10.06173333,0.508902007,1.367395719,1.22E-17,4.82E-14,9.27E-15,3.07E-15,2.17E-14,0,2.50E-13,8.77E-19,1.84E-15,0,5.44E-17,0,2.93E-15,7.64E-17,4.25E-14,4.15E-14,0.0109409,1.84E-14,3.10E-13,0.0109409,2.79E-13,4.15E-14,NA,NA,NA,2.36E-13,5.58E-14,0.0109409
CS76696,Bela-1,SVK,48.47,18.94,0,Monsanto,F,NH4HCO3,1,NH4HCO3_1,6.08743676,26.81466667,18.377,4,8.437666667,0.314456559,2.210755556,0.350337201,0.59415731,3.87E-17,0.041482703,9.25E-15,0,0.213598272,1.28E-14,1.36E-13,1.25E-18,7.56E-16,0,1.52E-17,8.82E-15,2.56E-16,3.78E-17,0,0.033404493,0.089733293,0.040069153,0.288485468,0.129802446,0.041482703,0.213598272,0.142749812,0.857250188,1,0.255080976,0.033404493,0.418287915
CS76696,Bela-1,SVK,48.47,18.94,0,Monsanto,F,NH4HCO3,0.1,NH4HCO3_0.1,5.54349511,74.681,57.001,1.666666667,17.68,0.028468878,10.04133333,0.198334768,0.300251669,3.23E-17,1.51E-14,9.19E-15,0,0.194317897,1.35E-14,1.39E-13,5.30E-18,6.59E-16,0.037656952,1.66E-17,9.27E-15,3.83E-16,1.97E-17,0,0.06923235,0.034983536,0.036784364,0.301207199,0.0717679,2.10E-13,0.231974849,6.94E-14,1,0.89954597,0.231974849,0.06923235,0.372975099
