CS_number,name,country,latitude,longitude,collector,seq_by,Experiment,N_source,N_concentration,N_treatment,Leaf_Area,Total_roots,PR_length,Number_of_LR,Total_LR,LR_density,LR_length,LR_to_total_roots,LR_to_PR,X2MSO,X3OHP,X4OHB,X3MSO,OH_3_Butenyl,X4MSO,Allyl,X5MSO,Branches,X3_Butenyl,X6MSO,X3MT,X7MSO,X4_Pentenyl,X4MT,X8MSO,I3M,X4MOI3M,Aliphatic,Indolic,C3,C4,C3_ratio,Alk,GSOH,SC,LC,Total_GSL
CS78888,Bs-1,SUI,47.5,7.5,Albert Kranz,Salk,Q,KNO3,1,KNO3_1,15.96194042,140.2476667,68.78541333,11.33333333,71.46226667,0.135973397,4.626818,0.372381493,0.82196192,2.34E-17,3.52E-14,1.37E-15,0,0.038608635,0,3.71E-14,0,1.15E-16,0.036274497,6.99E-17,2.76E-16,0.034291069,0,1.06E-15,0.335889873,0.073344076,0.010321447,0.445064074,0.083665524,2.35E-14,0.074883132,1.69E-14,1,0.329059829,0.074883132,0.370180942,0.528729598
CS78889,Bu-0,GER,50.5,9.5,Albert Kranz,"MPI,Salk",Q,KNO3,0.1,KNO3_0.1,28.64257471,288.50498,73.96236,18,214.5426,0.227180767,11.382073,0.5241334,2.646374667,2.94E-17,0,1.02E-15,0,1.18E-14,0,3.04E-14,0,2.84E-16,0,2.89E-19,3.49E-16,0.018756457,0,9.19E-16,0.08798382,0.035682975,0.001652009,0.106740277,0.037334985,1.32E-14,9.81E-16,NA,NA,NA,0,0.106740277,0.144075262
CS78889,Bu-0,GER,50.5,9.5,Albert Kranz,"MPI,Salk",Q,NH4HCO3,1,NH4HCO3_1,23.07873499,239.6814667,79.3408,16,160.3406733,0.2007849,9.675039,0.643477367,1.98034,1.63E-17,0,1.38E-15,0,1.35E-14,0,2.77E-14,0,8.52E-17,0,0,2.18E-16,7.08E-16,4.95E-17,1.08E-15,0.144242649,0.108453753,0,0.144242649,0.108453753,1.05E-14,3.78E-15,NA,NA,NA,0,0.144242649,0.252696402
CS78889,Bu-0,GER,50.5,9.5,Albert Kranz,"MPI,Salk",Q,NH4HCO3,0.1,NH4HCO3_0.1,18.53723288,248.4049333,77.34965333,18.66666667,171.0553,0.241817533,7.892998333,0.600319867,2.226343633,2.07E-17,0,1.68E-15,2.84E-16,1.54E-14,0,3.81E-14,0,9.82E-17,0,7.37E-17,6.77E-17,6.05E-16,0,1.13E-15,0.120049691,0.055724015,0.005403415,0.120049691,0.06112743,2.83E-14,0,NA,NA,NA,0,0.120049691,0.181177121
CS78889,Bu-0,GER,50.5,9.5,Albert Kranz,"MPI,Salk",Q,KNO3,1,KNO3_1,34.49340078,132.59666,58.44916,8.5,74.1475,0.10934585,8.723235,0.32804275,0.9538495,2.31E-17,0,1.77E-15,0,1.31E-14,0,3.84E-14,0,1.90E-17,0,8.56E-18,9.05E-18,0.00257478,0,1.01E-15,0.016770357,0.001951346,0,0.019345136,0.001951346,2.33E-14,6.77E-16,NA,NA,NA,0,0.019345136,0.021296483
CS78890,IP-Cal-0,ESP,40.94,0,Carlos Alonso-Blanco,Monsanto,Q,NH4HCO3,1,NH4HCO3_1,1.571552062,30.52652,30.52652,4.48E-13,0,0,NA,0,1.69E-15,2.01E-17,1.22E-14,2.79E-15,0,1.47E-15,0,4.92E-14,0,0,2.04E-15,7.04E-17,1.33E-15,4.87E-16,1.06E-17,1.15E-15,0.047039175,2.93E-15,0,0.047039175,4.26E-15,3.74E-14,3.22E-15,NA,NA,NA,2.93E-14,0.047039175,0.047039175
CS78890,IP-Cal-0,ESP,40.94,0,Carlos Alonso-Blanco,Monsanto,Q,NH4HCO3,0.1,NH4HCO3_0.1,4.344991472,36.36658667,36.36658667,7.66E-13,0,0,NA,0,0,1.37E-17,1.42E-14,2.32E-15,0,3.35E-15,0,3.69E-14,0,1.25E-16,6.30E-16,4.99E-17,1.24E-15,0,0,1.09E-15,0.146190152,9.85E-16,0,0.146190152,5.55E-17,3.30E-14,0,NA,NA,NA,1.82E-14,0.146190152,0.146190152
CS78890,IP-Cal-0,ESP,40.94,0,Carlos Alonso-Blanco,Monsanto,Q,KNO3,1,KNO3_1,6.440466458,41.99438,41.99438,4.85E-13,0,0,NA,0,1.23E-14,2.07E-17,9.66E-15,2.38E-15,0,1.33E-14,0,4.45E-14,0,7.83E-17,0,3.35E-17,1.09E-15,3.40E-16,0,1.06E-15,0.047359738,3.45E-15,0,0.047359738,5.28E-15,3.82E-14,0,NA,NA,NA,2.28E-14,0.047359738,0.047359738
CS78890,IP-Cal-0,ESP,40.94,0,Carlos Alonso-Blanco,Monsanto,Q,KNO3,0.1,KNO3_0.1,2.657579955,48.58008,47.96234667,0.333333333,0.617733333,0.008448243,1.8532,0.014953913,0.015656283,3.13E-17,1.35E-14,2.71E-15,0,3.07E-14,0,0.06620567,0,1.12E-16,0,4.89E-17,1.27E-15,8.48E-16,0,8.70E-16,0.032433163,6.54E-15,0,0.098638833,1.36E-14,0.06620567,0,1,1,NA,0.06620567,0.032433163,0.098638833
CS78891,Castelfed-4-210,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,0.1,NH4HCO3_0.1,8.823170567,76.43797333,32.11032,7,44.32765333,0.23149935,5.674654,0.509248267,1.4850275,1.40E-17,2.21E-14,9.11E-16,0,1.74E-14,0,0.754271036,0,1.62E-16,0,6.52E-17,6.46E-16,3.15E-16,0,1.17E-15,0.023526048,0.017109853,0,0.777797085,0.017109853,0.754271036,0,1,1,NA,0.754271036,0.023526048,0.794906938
CS78891,Castelfed-4-210,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,1,NH4HCO3_1,4.299974602,73.55584,39.45941333,6,34.09642667,0.1670644,5.8053535,0.372851533,0.941185733,1.24E-17,2.08E-14,4.91E-16,0,1.50E-14,0,1.232137982,0,3.71E-17,0,8.28E-17,8.25E-16,2.09E-16,3.25E-17,1.14E-15,0.037129751,0.030770511,0,1.269267733,0.030770511,1.232137982,1.24E-15,1,1,NA,1.232137982,0.037129751,1.300038244
CS78891,Castelfed-4-210,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,1,KNO3_1,10.03907245,118.40884,45.24184,7.333333333,73.167,0.1563044,9.97732,0.4586008,1.592899333,2.21E-17,2.02E-14,8.31E-16,0,1.54E-14,0,0.233132196,0,7.45E-17,0,4.86E-17,5.41E-16,1.95E-16,0,1.06E-15,0.007455741,0.003002046,0,0.240587937,0.003002046,0.233132196,0,1,1,NA,0.233132196,0.007455741,0.243589983
CS78891,Castelfed-4-210,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,0.1,KNO3_0.1,10.22205303,87.56888,31.33930667,4,56.22959333,0.115892223,14.485875,0.427462,1.630907233,3.75E-17,2.15E-14,6.86E-16,0,1.08E-14,0,0.327817546,0,0,0,7.64E-17,1.09E-15,3.89E-17,0,8.14E-16,0.012737482,0.007341647,0,0.340555028,0.007341647,0.327817546,0,1,1,NA,0.327817546,0.012737482,0.347896675
CS78892,Castelfed-4-211,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,0.1,KNO3_0.1,12.78398804,180.2510333,40.15868,10,140.0923733,0.2530678,13.46772667,0.7229545,3.236101667,2.26E-17,5.30E-15,1.63E-15,0,1.31E-14,0,0.577674562,0,4.66E-16,0,6.95E-17,1.08E-15,3.41E-16,0,1.23E-15,0.029359657,0.017508847,0,0.607034219,0.017508847,0.577674562,0,1,1,NA,0.577674562,0.029359657,0.624543065
CS78892,Castelfed-4-211,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,0.1,NH4HCO3_0.1,8.062368157,99.08798667,33.16632,9.666666667,65.92168667,0.310671087,5.038205333,0.498007497,2.148501603,2.38E-17,3.91E-15,1.81E-15,0,1.39E-14,0,0.695958762,0,1.99E-16,0,7.73E-17,6.94E-16,1.68E-16,0,9.71E-16,7.55E-15,0.003198643,0,0.695958762,0.003198643,0.695958762,0,1,1,NA,0.695958762,9.48E-15,0.699157404
CS78892,Castelfed-4-211,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,1,KNO3_1,34.0874078,217.6046667,46.02266667,11.33333333,171.582,0.249569967,15.12062333,0.782788,3.845085,2.10E-17,3.75E-15,1.86E-15,0,1.44E-14,0,0.269813364,0,1.67E-16,0,6.05E-17,8.18E-16,6.23E-17,0,1.01E-15,0.019197871,0.006852138,0,0.289011235,0.006852138,0.269813364,5.31E-16,1,1,NA,0.269813364,0.019197871,0.295863373
CS78892,Castelfed-4-211,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,1,NH4HCO3_1,16.96307641,84.30464,40.85444,9,43.45022,0.2897692,4.827802,0.3683482,1.3989485,1.51E-17,2.64E-15,2.36E-15,0,1.33E-14,0,1.989544246,0,0,0,9.38E-17,8.07E-16,4.83E-16,2.29E-17,9.97E-16,0.139076227,0.06179104,0,2.128620474,0.06179104,1.989544246,2.66E-15,1,1,NA,1.989544246,0.139076227,2.190411514
CS78893,Castelfed-4-214,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,1,KNO3_1,16.10599946,119.6738,77.76104,12.5,41.91276,0.16226835,3.2612265,0.34239505,0.5506684,2.25E-17,0,1.81E-15,0,1.33E-14,0,0.34237658,0,1.36E-16,0,7.62E-17,1.91E-16,6.70E-16,0,1.03E-15,0.015084909,0.013608193,0,0.357461489,0.013608193,0.34237658,0,1,1,NA,0.34237658,0.015084909,0.371069682
CS78893,Castelfed-4-214,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,KNO3,0.1,KNO3_0.1,8.431237513,104.3108333,52.18234,6,52.12850667,0.10013553,5.068806,0.246455217,0.855504853,0,0,1.61E-15,0,5.50E-15,0,0.344407083,1.21E-17,3.37E-18,0,5.86E-17,3.65E-16,0,0,9.23E-16,0.02337541,0.010946935,0,0.367782493,0.010946935,0.344407083,0,1,1,NA,0.344407083,0.02337541,0.378729428
CS78893,Castelfed-4-214,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,0.1,NH4HCO3_0.1,6.957950881,92.33926,41.97776,7.5,50.36152,0.191842295,4.755143,0.384761065,1.29604891,4.58E-17,0,1.14E-15,0,1.92E-14,0,0.50078118,0,1.68E-16,0,7.00E-17,5.85E-16,3.57E-16,0,1.19E-15,0,0.010499136,0,0.50078118,0.010499136,0.50078118,1.16E-14,1,1,NA,0.50078118,0,0.511280316
CS78893,Castelfed-4-214,ITA,46.3378,11.2928,Joerg Wunder,Monsanto,Q,NH4HCO3,1,NH4HCO3_1,9.634206084,99.68891,42.17142,7.5,57.5175,0.1471352,7.668997,0.34647315,1.1283795,1.23E-16,0,1.50E-15,0,1.64E-14,0,0.823313673,0,2.26E-16,5.04E-16,9.61E-17,8.59E-16,4.17E-16,0,1.14E-15,0.054165373,0.026216041,0,0.877479046,0.026216041,0.823313673,1.74E-14,1,1,NA,0.823313673,0.054165373,0.903695087
CS78894,CIBC-5,UK,51.4083,0,Mick Crawley,Salk,A,NH4HCO3,1,NH4HCO3_1,7.040666215,50.05666667,38.61666667,4,11.44,0.093403893,2.836,0.183137327,0.274346173,1.74E-17,3.86E-15,1.66E-15,3.31E-16,0.646997521,3.68E-17,0.086069066,0,8.87E-17,0.898791123,0,0.018648934,0.051950601,0,0.01596815,0.26560264,0.377422814,0.180876165,1.984028034,0.558298979,0.104717999,1.561756793,0.061758433,0.986125848,0.447437331,1.666474793,0.317553241,2.542327013
CS78894,CIBC-5,UK,51.4083,0,Mick Crawley,Salk,A,NH4HCO3,0.1,NH4HCO3_0.1,7.542641839,127.34,44.85,16.33333333,82.49,0.3525821,4.714396,0.600547533,1.7653098,1.67E-17,5.83E-15,2.36E-15,3.30E-16,0.623743613,0,0.105953202,0,1.80E-16,0.813587817,0,0,0.121124502,0,0.025575787,0.325222442,0.201896919,0.087283547,2.015207364,0.289180466,0.105953202,1.462907217,0.063504292,0.985399768,0.434766915,1.56886042,0.446346945,2.30438783
CS78894,CIBC-5,UK,51.4083,0,Mick Crawley,Salk,A,KNO3,1,KNO3_1,24.0729081,148.5866667,65.18,23.66666667,83.40666667,0.349330867,3.473811,0.525778967,1.252664833,2.29E-17,2.58E-15,2.41E-15,2.71E-16,0.30786909,5.98E-17,0.106634382,0,1.99E-16,0.304224455,0.007121038,5.55E-17,0.047670062,0,0.015131108,0.110301684,0.060912386,0.016772299,0.898951819,0.077684685,0.106634382,0.627224652,0.138489825,0.979065533,0.495116697,0.733859034,0.165092784,0.976636503
CS78894,CIBC-5,UK,51.4083,0,Mick Crawley,Salk,A,KNO3,0.1,KNO3_0.1,7.974370003,135.2866667,56.06333333,16.33333333,79.22333333,0.2827553,4.9733695,0.432876633,1.449139,3.30E-17,3.22E-15,1.93E-15,7.32E-17,0.405549872,1.37E-16,0.098074611,0,1.32E-16,0.744752484,0,0.01355636,0.077672699,0,0.037466531,0.170777665,0.121711257,0.044915349,1.547850222,0.166626606,0.111630971,1.187768887,0.064493073,0.970150142,0.394917686,1.299399858,0.248450365,1.714476828
CS78895,Co,POR,40.2077,0,George Redei,Salk,Q,KNO3,1,KNO3_1,4.779181097,42.39472,37.04638667,1,5.348333333,0.040197767,5.348333,0.1306958,0.2149911,2.32E-17,0,2.60E-15,0,1.53E-14,0,5.58E-14,0,2.00E-16,0,6.07E-17,4.83E-16,3.47E-16,0,9.85E-16,6.31E-16,5.23E-15,0,4.60E-14,5.22E-15,5.49E-14,2.73E-15,NA,NA,NA,4.88E-14,2.96E-15,7.75E-14
CS78895,Co,POR,40.2077,0,George Redei,Salk,Q,NH4HCO3,0.1,NH4HCO3_0.1,2.823519801,40.06610667,40.06610667,8.16E-13,0,4.51E-15,NA,6.89E-15,2.94E-14,2.19E-17,0,2.48E-15,0,1.72E-14,0,5.75E-14,0,1.99E-16,3.19E-16,8.14E-17,8.47E-16,4.57E-16,0,1.03E-15,0,4.32E-15,0,3.95E-14,4.58E-15,5.34E-14,0,NA,NA,NA,4.21E-14,3.25E-15,8.05E-14
CS78895,Co,POR,40.2077,0,George Redei,Salk,Q,NH4HCO3,1,NH4HCO3_1,3.541674812,28.66766,28.66766,7.84E-13,0,6.57E-15,NA,1.05E-14,4.27E-14,1.34E-17,0,2.27E-15,0,1.33E-14,0,3.64E-14,0,0,0,9.94E-17,1.03E-15,3.61E-16,0,1.06E-15,0,4.20E-15,0,1.38E-14,4.11E-15,2.70E-14,1.12E-15,NA,NA,NA,2.37E-14,1.80E-15,5.06E-14
CS78895,Co,POR,40.2077,0,George Redei,Salk,Q,KNO3,0.1,KNO3_0.1,2.768193698,24.90094,24.90094,5.57E-13,7.24E-13,2.05E-15,NA,8.43E-16,2.07E-14,2.83E-17,0,2.41E-15,0,1.19E-14,0,7.68E-14,0,2.39E-16,4.69E-15,9.71E-17,8.48E-16,4.09E-16,0,6.71E-16,2.61E-15,5.47E-15,0,7.28E-14,4.83E-15,7.09E-14,8.25E-15,NA,NA,NA,7.56E-14,3.03E-15,1.03E-13
CS78896,Dju-1,SWE,57.3089,18.1512,Alison Anastasio,GMI,Q,NH4HCO3,0.1,NH4HCO3_0.1,4.53508236,57.01578667,57.01578667,2.38E-13,1.20E-12,6.87E-15,NA,2.58E-14,6.39E-14,1.86E-17,0,3.82E-16,3.25E-15,1.64E-14,0,0,0,1.39E-16,0,8.54E-17,4.35E-16,1.35E-16,0,9.06E-16,0,0,0,0,0,0,0,NA,NA,NA,0,0,7.55E-15
CS78896,Dju-1,SWE,57.3089,18.1512,Alison Anastasio,GMI,Q,KNO3,0.1,KNO3_0.1,2.138516901,42.35245333,30.58873333,2.333333333,11.76372,0.0954248,5.22586,0.279620633,0.4861914,3.74E-17,0,3.60E-16,3.59E-15,1.29E-14,0,1.16E-14,0,2.89E-16,1.37E-15,7.35E-17,9.46E-16,2.49E-16,0,1.20E-15,0.022411762,0,0,0.022411762,2.91E-16,0,1.02E-14,NA,NA,NA,4.11E-15,0.022411762,0.022411762
CS78896,Dju-1,SWE,57.3089,18.1512,Alison Anastasio,GMI,Q,NH4HCO3,1,NH4HCO3_1,2.323045476,29.69438,29.69438,3.05E-13,1.88E-12,5.31E-15,NA,2.39E-14,6.43E-14,7.35E-18,0,8.32E-16,3.17E-15,1.35E-14,0,0,0,1.10E-16,0,1.04E-16,5.80E-16,2.53E-16,0,1.25E-15,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
CS78896,Dju-1,SWE,57.3089,18.1512,Alison Anastasio,GMI,Q,KNO3,1,KNO3_1,4.560518741,49.31852,49.31572,2.43E-13,0.0028,6.81E-15,NA,6.02E-05,6.03E-05,2.29E-17,0,3.89E-16,3.16E-15,1.56E-14,0,0,0,1.53E-16,0,6.24E-17,4.84E-16,1.82E-16,0,1.05E-15,0,0,0,0,0,0,6.73E-16,NA,NA,NA,0,0,0
CS78897,Dr-0,GER,51.051,13.7336,Albert Kranz,"MPI,Salk",Q,KNO3,1,KNO3_1,18.22330812,207.991,66.01666667,14.33333333,141.9743333,0.220588233,9.885969,0.673167533,2.14292,2.12E-17,0.018869305,1.58E-15,0,1.39E-14,0,7.79E-14,0,7.12E-17,0,6.13E-17,5.60E-17,6.26E-17,0,1.02E-15,0.025173374,0.009510926,0,0.044042679,0.009510926,0.018869305,0,1,2.04E-14,NA,0.018869305,0.025173374,0.053553606
CS78897,Dr-0,GER,51.051,13.7336,Albert Kranz,"MPI,Salk",Q,NH4HCO3,1,NH4HCO3_1,8.709653444,55.9222,41.94096,3,13.98124,0.0591509,4.660413,0.17769695,0.27566755,0,0,1.34E-15,0,1.15E-14,0,7.39E-14,0,7.85E-17,0,8.70E-17,1.49E-16,1.55E-16,8.28E-18,1.03E-15,0.047234993,0.029653079,0,0.047234993,0.029653079,2.98E-14,0,NA,NA,NA,2.19E-14,0.047234993,0.076888072
CS78897,Dr-0,GER,51.051,13.7336,Albert Kranz,"MPI,Salk",Q,KNO3,0.1,KNO3_0.1,17.78333894,159.2470333,62.01550667,15.66666667,97.23149333,0.2509616,6.371832,0.608996633,1.570229,8.05E-17,0.075588459,9.21E-16,0,1.20E-14,2.39E-16,4.81E-14,0,1.25E-16,0,8.14E-17,1.16E-16,6.13E-17,0,9.71E-16,0.075287109,0.035286074,0,0.150875568,0.035286074,0.075588459,0,1,3.29E-14,NA,0.075588459,0.075287109,0.186161642
CS78897,Dr-0,GER,51.051,13.7336,Albert Kranz,"MPI,Salk",Q,NH4HCO3,0.1,NH4HCO3_0.1,12.58904025,97.00944667,54.5248,7.666666667,42.48464,0.12783245,4.254812333,0.333988,0.698550017,0,0.052824217,1.03E-15,0,1.43E-14,0,7.14E-14,0,1.61E-16,0,7.00E-17,4.54E-17,1.41E-16,0,1.23E-15,0.047012101,0.034440706,0,0.099836317,0.034440706,0.052824217,0,1,1.71E-14,NA,0.052824217,0.047012101,0.134277023
CS78901,Gy-0,FRA,49,2,Albert Kranz,Salk,B,KNO3,1,KNO3_1,8.907516219,132.29,47.33666667,9.666666667,84.95333333,0.193455833,7.533084,0.5616304,1.5580683,2.26E-17,0,1.69E-15,0,0.177025158,9.76E-17,0.068293613,0,0.011225038,0.302441282,0.007929246,7.37E-16,0.054850485,0,0.011545827,0.100913953,0.059876298,0.012662094,0.734224601,0.072538393,0.068293613,0.491012267,0.122231346,0.983264676,0.373235084,0.55930588,0.163693684,0.806762994
CS78901,Gy-0,FRA,49,2,Albert Kranz,Salk,B,NH4HCO3,1,NH4HCO3_1,11.06885785,147.495,51.855,14,95.64,0.27446695,7.0467915,0.64761,1.859343,1.65E-17,0,1.97E-15,0,0.610834447,1.29E-16,0.117718657,0,0.050040683,1.170514219,0.024610172,8.64E-16,0.21431159,0,1.35E-15,0.527134142,0.377003519,0.186509896,2.71516391,0.563513415,0.117718657,1.781348666,0.051693084,1,0.352159942,1.899067322,0.766055905,3.278677325
CS78901,Gy-0,FRA,49,2,Albert Kranz,Salk,B,NH4HCO3,0.1,NH4HCO3_0.1,7.812554778,97.24666667,46.93,5.333333333,50.31666667,0.105848067,9.1126205,0.384629867,0.9928602,1.91E-17,0,1.35E-15,0,0.408329487,1.77E-17,0.05555075,0,0.062704635,0.916734477,0.019863601,6.97E-16,0.160066094,0,0.02008244,0.356133646,0.260080281,0.072361053,1.99946513,0.332441334,0.05555075,1.345146404,0.026357827,0.952199662,0.228313118,1.400697154,0.536063341,2.331906464
CS78901,Gy-0,FRA,49,2,Albert Kranz,Salk,B,KNO3,0.1,KNO3_0.1,7.087627408,117.3766667,56.07333333,13,61.30333333,0.2304498,4.686246667,0.513948667,1.0735759,2.92E-17,0,1.14E-15,0,0.263657956,0,0.058182828,0,0.010956409,0.421784816,0.010884209,5.65E-16,0.082644708,2.49E-18,1.29E-15,0.207354036,0.094182282,0.02831427,1.055464962,0.122496552,0.058182828,0.685442772,0.073051393,1,0.389923246,0.7436256,0.300882953,1.177961513
CS78903,In-0,AUT,47.5,11.5,Albert Kranz,Salk,Q,NH4HCO3,0.1,NH4HCO3_0.1,9.012997394,129.5864667,54.4764,10.66666667,75.11004667,0.166212833,6.743156,0.406737933,1.165296,1.64E-17,0,1.29E-15,0,1.87E-14,0,0.503717157,0,1.87E-16,0,8.43E-17,6.38E-16,3.99E-16,0,9.54E-16,0.023618527,0.010140154,0,0.527335685,0.010140154,0.503717157,0,1,1,NA,0.503717157,0.023618527,0.537475839
CS78903,In-0,AUT,47.5,11.5,Albert Kranz,Salk,Q,KNO3,0.1,KNO3_0.1,15.92488957,171.7405333,66.79228,16,104.9482467,0.237455833,6.106520333,0.5682596,1.547805333,2.92E-17,0,9.34E-16,4.56E-17,1.38E-14,0,0.415133499,0,4.19E-16,5.90E-15,7.35E-17,7.43E-16,2.97E-16,0,1.25E-15,0.054477218,0.021791959,0,0.469610717,0.021791959,0.415133499,7.01E-15,1,1,NA,0.415133499,0.054477218,0.491402676
CS78903,In-0,AUT,47.5,11.5,Albert Kranz,Salk,Q,KNO3,1,KNO3_1,30.67248656,168.179,64.32066667,11,103.8583333,0.1708508,9.827909667,0.6246034,1.672266667,2.15E-17,0,1.45E-15,0,1.64E-14,0,0.185640084,0,1.56E-16,0,6.18E-17,7.22E-16,3.20E-16,0,1.06E-15,0.031260061,0.008506003,0,0.216900145,0.008506003,0.185640084,1.91E-16,1,1,NA,0.185640084,0.031260061,0.225406148
CS78903,In-0,AUT,47.5,11.5,Albert Kranz,Salk,Q,NH4HCO3,1,NH4HCO3_1,12.05237824,108.8654,59.09804,10,49.7674,0.1704202,4.915932,0.4521174,0.85305315,1.68E-17,0,1.74E-15,0,1.47E-14,0,1.330338238,0,0,0,9.29E-17,6.23E-16,4.08E-16,0,1.01E-15,0.111330496,0.071226494,0,1.441668734,0.071226494,1.330338238,2.41E-16,1,1,NA,1.330338238,0.111330496,1.512895228
CS78904,Is-0,GER,50.5,7.5,Albert Kranz,"MPI,Salk",Q,NH4HCO3,0.1,NH4HCO3_0.1,5.310834187,50.82748,50.82748,4.36E-13,0,0,NA,2.05E-14,3.55E-14,2.83E-17,0,6.66E-16,1.25E-16,1.21E-14,0,1.56E-14,0,0,0,6.65E-17,2.06E-15,4.50E-17,0,1.04E-15,0,6.73E-15,0,0,6.32E-15,5.69E-15,0,NA,NA,NA,0,5.55E-16,4.01E-14
CS78904,Is-0,GER,50.5,7.5,Albert Kranz,"MPI,Salk",Q,KNO3,1,KNO3_1,10.24440084,129.5193333,73.46733333,6.333333333,56.052,0.079063133,8.5453125,0.330116933,0.693632967,2.16E-17,0,7.29E-16,8.35E-17,7.00E-15,0,3.62E-15,0,2.27E-16,0,6.21E-17,1.12E-15,0,0,1.05E-15,0.015984634,0.006015757,0,0.015984634,0.006015757,0,0,NA,NA,NA,0,0.015984634,0.022000391
CS78904,Is-0,GER,50.5,7.5,Albert Kranz,"MPI,Salk",Q,NH4HCO3,1,NH4HCO3_1,5.147616355,57.19686,55.74878,1,1.44808,0.015872845,1.44808,0.021974955,0.02298515,1.85E-17,0,5.47E-16,1.26E-16,9.86E-15,0,6.09E-15,0,1.16E-16,0,1.07E-16,2.23E-15,5.70E-17,0,1.01E-15,0,0.020870596,0,0,0.020870596,0,0,NA,NA,NA,0,0,0.020870596
CS78904,Is-0,GER,50.5,7.5,Albert Kranz,"MPI,Salk",Q,KNO3,0.1,KNO3_0.1,10.83176037,97.43432667,78.33979333,3.666666667,19.09452,0.043191013,5.27834,0.17239578,0.227380403,1.98E-17,0,6.03E-16,1.51E-16,0.032810107,0,1.32E-14,0,9.90E-17,0,9.15E-17,7.42E-16,0,0,9.73E-16,0.009454976,0.0105881,0,0.042265082,0.0105881,0,0.032810107,0,1,1,0.032810107,0.009454976,0.052853182
CS78905,Kas-2,IND,35,77,Shauna Somerville,Salk,B,KNO3,0.1,KNO3_0.1,2.494615492,33.40666667,33.40666667,4.83E-13,0,3.99E-15,NA,0,2.16E-14,2.46E-17,0,0,0,1.31E-14,8.94E-18,0.072035063,0,0,0.021446803,9.79E-17,1.20E-16,3.09E-16,0,3.00E-16,0.058774063,0.050956962,0.015793583,0.152255928,0.066750545,0.072035063,0.021446803,0.770577933,1,0,0.093481866,0.058774063,0.219006473
CS78905,Kas-2,IND,35,77,Shauna Somerville,Salk,B,NH4HCO3,0.1,NH4HCO3_0.1,3.520614507,38.46666667,25.49666667,2.333333333,12.97,0.0669344,5.558571,0.175816733,0.372059667,2.62E-17,0,1.93E-16,9.92E-17,1.27E-14,0,0.230171299,0,2.31E-16,0.81476566,5.24E-17,0,0.028109415,0,1.26E-15,0.155823932,0.413664192,0.523215122,1.228870306,0.936879314,0.230171299,0.81476566,0.220272904,1,4.06E-16,1.044936958,0.183933348,2.165749621
CS78905,Kas-2,IND,35,77,Shauna Somerville,Salk,B,NH4HCO3,1,NH4HCO3_1,9.914393937,99.152,43.71533333,6,55.43666667,0.099773833,9.239444,0.244811867,0.921855,1.52E-17,0,0,3.91E-17,8.96E-15,0,0.38705301,0,0.034595004,1.628196251,0.011063551,0,0.069532532,0,1.52E-15,0.366501523,0.293182066,0.208711233,2.49694187,0.501893299,0.38705301,1.628196251,0.097920277,1,1.62E-15,2.015249261,0.447097605,2.998835169
CS78905,Kas-2,IND,35,77,Shauna Somerville,Salk,B,KNO3,1,KNO3_1,17.48051259,134.6,50.52666667,9.666666667,84.07333333,0.1796437,8.610692,0.456677733,1.559306667,2.35E-17,0,6.96E-16,1.24E-17,1.61E-14,0,0.099534524,0,2.29E-16,0.207696886,6.23E-17,1.51E-16,0.00402573,0,9.98E-16,0.037830595,0.032244043,0.008175092,0.349087735,0.040419136,0.099534524,0.207696886,0.327487332,1,1.50E-15,0.30723141,0.041856325,0.389506871
CS78907,Mitterberg-1-179,ITA,46.366,11.2832,Joerg Wunder,Monsanto,Q,KNO3,1,KNO3_1,20.06166859,204.9373333,71.117,9.666666667,133.8203333,0.1063374,13.584355,0.450767533,1.472899,2.37E-17,0,2.03E-15,0,1.60E-14,0,0.139137394,0,1.53E-16,0,6.17E-17,5.18E-16,2.46E-16,0,1.01E-15,0.011829333,0.006085948,0,0.150966727,0.006085948,0.139137394,1.27E-15,1,1,NA,0.139137394,0.011829333,0.157052676
CS78907,Mitterberg-1-179,ITA,46.366,11.2832,Joerg Wunder,Monsanto,Q,NH4HCO3,1,NH4HCO3_1,4.965743473,36.59116,36.59116,0,0,4.47E-15,NA,4.06E-14,1.07E-13,1.66E-17,0,2.44E-15,0,1.67E-14,0,9.06E-14,0,1.44E-16,7.66E-16,1.01E-16,1.58E-16,4.28E-16,2.38E-17,1.10E-15,5.83E-16,0.014831104,0,7.51E-14,0.014831104,5.54E-14,2.06E-15,NA,NA,NA,7.68E-14,3.25E-15,0.014831104
